OID,PID
4823,98
4823,98
4823,98
4823,2700
4823,2700
4823,1858
4823,1858
4823,1858
4823,1662
4824,117
4824,117
4825,146
4825,146
4825,2278
4825,64
4825,64
4825,1310
4826,3327
4826,248
4826,248
4826,1509
4826,1509
4826,1509
4827,3533
4827,3533
4827,3533
4828,1249
4828,1249
4828,1249
4828,2889
4828,378
4828,378
4828,378
4828,2553
4828,2553
4829,2423
4829,2782
4829,2782
4829,2782
4829,2929
4829,2929
4829,1714
4829,1714
4829,1099
4829,1099
4829,1099
4830,3883
4830,3883
4830,3508
4830,3508
4830,3686
4831,1927
4831,1927
4831,1927
4831,1340
4831,1759
4831,1759
4831,1759
4831,2060
4831,2060
4831,3701
4831,3701
4831,3701
4832,3464
4833,1343
4833,32
4833,32
4833,32
4833,986
4833,986
4833,986
4833,3405
4833,3405
4833,3405
4834,1536
4834,1897
4835,1770
4835,1770
4835,1388
4835,1388
4836,2799
4836,2799
4836,2799
4836,1725
4836,1725
4836,1725
4836,622
4836,622
4836,622
4836,3171
4837,2753
4837,2753
4837,2753
4837,504
4837,504
4837,504
4837,3792
4837,3792
4837,3792
4837,2859
4837,1033
4838,3852
4838,1222
4838,532
4838,532
4838,851
4838,851
4838,1453
4838,1453
4839,2238
4839,2238
4839,743
4839,743
4839,306
4839,306
4839,306
4840,3417
4840,3417
4840,686
4840,2122
4840,2122
4840,3297
4840,3297
4841,1497
4841,1497
4841,1198
4841,1198
4841,3919
4841,2437
4841,2437
4842,2294
4842,2294
4842,2294
4842,856
4843,1296
4843,1296
4843,3493
4843,2912
4843,2912
4844,1584
4844,1584
4844,1584
4845,3747
4845,3870
4845,3870
4845,448
4846,1063
4846,1063
4846,1063
4846,2794
4846,2794
4846,2794
4846,349
4847,2948
4848,3181
4848,3181
4848,3946
4848,2980
4849,159
4849,3715
4849,3715
4849,243
4849,2851
4849,2851
4849,2904
4850,1387
4850,1387
4851,2815
4851,2815
4851,2815
4851,3600
4851,3600
4851,3600
4851,3380
4852,1078
4852,1078
4852,1078
4853,523
4853,523
4853,523
4853,568
4853,568
4853,2873
4853,511
4853,511
4853,1017
4854,2039
4854,2039
4854,2039
4854,1576
4855,1257
4855,1779
4855,1779
4856,3975
4856,3975
4856,2744
4856,2744
4856,2744
4856,896
4856,3113
4856,2352
4856,2352
4857,790
4857,790
4857,1740
4857,1740
4857,1740
4858,609
4858,609
4858,609
4858,3456
4858,982
4858,982
4858,390
4859,2552
4859,2552
4859,2552
4859,379
4859,379
4859,379
4860,57
4860,57
4860,742
4860,2643
4860,2643
4860,123
4861,1896
4861,3979
4861,3979
4861,3979
4861,767
4861,767
4861,767
4862,1899
4863,3924
4863,3924
4863,2940
4863,2940
4863,2781
4863,2781
4864,1723
4865,2160
4865,2160
4865,472
4865,3837
4865,3837
4865,3215
4865,3215
4865,3215
4866,3035
4866,3035
4866,3035
4867,1971
4867,1971
4867,1971
4867,2534
4867,2534
4868,3086
4868,3319
4869,3011
4869,3011
4869,3011
4869,3637
4869,3637
4869,3846
4869,3846
4870,235
4870,2543
4870,2543
4870,2543
4871,2183
4871,2183
4871,2183
4871,2373
4871,2373
4871,2373
4871,752
4871,752
4871,752
4871,2984
4871,2984
4871,2992
4871,2992
4872,3653
4872,3013
4872,3013
4872,3013
4872,3013
4872,3013
4872,3013
4872,2873
4872,2873
4872,790
4873,2031
4873,2031
4873,2031
4873,1479
4873,1479
4873,649
4873,649
4873,259
4873,259
4874,282
4874,282
4875,1942
4875,1942
4876,3391
4876,3391
4876,2143
4876,2143
4876,1882
4876,1882
4876,1882
4876,2940
4876,2940
4876,1806
4876,1806
4876,1806
4877,3235
4877,3235
4877,3235
4877,565
4877,565
4877,565
4877,425
4877,425
4877,425
4877,44
4877,623
4877,623
4878,636
4878,636
4878,55
4878,55
4878,55
4878,2332
4878,2332
4879,3236
4879,3236
4879,3928
4879,3928
4879,1189
4879,1189
4879,1189
4879,333
4879,333
4879,3630
4879,3630
4880,3950
4881,324
4881,324
4881,324
4881,231
4881,231
4882,2827
4882,2827
4882,2827
4883,240
4883,2414
4883,2414
4883,2414
4883,3063
4883,3063
4883,3890
4883,3890
4883,3890
4884,297
4884,1216
4884,1216
4884,1151
4884,1151
4885,733
4885,1623
4886,2914
4886,2914
4887,1627
4887,1627
4887,2930
4887,2892
4887,2892
4887,3669
4887,514
4887,514
4887,514
4888,1032
4888,1032
4888,1032
4888,3688
4888,3688
4888,3688
4888,3130
4888,3130
4889,492
4889,2124
4889,2124
4890,634
4890,251
4890,251
4890,251
4891,1087
4891,1087
4891,1087
4891,1226
4891,1226
4891,2684
4891,2684
4891,2684
4892,2604
4892,2783
4892,2595
4893,2245
4893,2245
4893,2245
4894,1159
4894,1159
4894,1159
4894,3922
4894,3922
4895,2222
4895,2276
4895,2276
4895,263
4895,298
4895,680
4895,680
4896,3241
4896,3241
4896,640
4896,625
4896,625
4897,709
4897,709
4897,709
4897,2536
4897,2629
4897,2967
4897,2967
4897,2967
4898,3485
4898,3485
4898,1890
4898,1492
4898,1492
4898,1492
4899,1846
4900,351
4900,351
4900,3786
4900,3786
4900,268
4900,15
4900,2839
4901,372
4901,372
4901,1793
4901,1793
4901,1793
4901,1422
4902,3921
4902,3921
4902,3921
4902,2885
4903,1390
4903,1390
4903,1390
4903,3636
4903,3636
4903,3636
4903,1138
4903,1138
4903,2810
4904,885
4904,885
4904,885
4904,3339
4904,3339
4904,3339
4904,3784
4904,3784
4904,3784
4904,2700
4905,3460
4905,3460
4905,355
4905,355
4905,3920
4905,3920
4905,3920
4905,2762
4905,2762
4905,1500
4906,1651
4906,1651
4906,986
4906,986
4906,847
4906,847
4906,2742
4906,2742
4906,2742
4906,153
4906,153
4907,2653
4907,2653
4907,2653
4907,3010
4907,3010
4907,3010
4907,24
4907,957
4907,957
4908,1772
4908,1262
4909,172
4909,172
4909,172
4909,3718
4909,2663
4909,2663
4909,2663
4909,2017
4909,2017
4909,581
4909,581
4909,581
4910,437
4910,437
4910,437
4910,2222
4910,2222
4910,2697
4910,2697
4910,2697
4910,2086
4910,2086
4910,2086
4911,2949
4911,2949
4911,2949
4911,1505
4911,1505
4911,1575
4912,3044
4912,3044
4912,1677
4912,2703
4912,2493
4912,2493
4912,2493
4913,3164
4913,3164
4913,3164
4913,87
4913,87
4913,2945
4913,2945
4913,180
4913,180
4913,2498
4913,2498
4914,1571
4914,1571
4914,1571
4914,1631
4914,3354
4914,3354
4914,3596
4914,3596
4914,1823
4914,1823
4914,1823
4915,2167
4915,2167
4915,968
4915,968
4915,968
4915,358
4915,358
4915,2143
4915,2143
4916,1532
4916,730
4916,730
4916,730
4916,1098
4916,1098
4916,2294
4916,2294
4916,2294
4917,427
4917,2805
4917,2885
4917,2885
4917,2726
4917,2726
4917,3103
4918,3019
4918,3019
4918,768
4918,768
4918,768
4919,2535
4919,2526
4919,2526
4919,782
4919,782
4919,782
4919,2971
4919,2971
4919,2971
4920,248
4920,248
4920,3413
4920,941
4920,3621
4921,239
4921,2426
4921,2426
4921,2567
4921,2431
4921,2431
4921,1859
4921,1859
4921,1859
4922,3498
4922,3498
4923,2386
4923,2386
4923,2386
4923,3077
4924,2240
4924,2240
4924,2240
4924,3822
4924,3822
4925,2061
4925,1481
4925,1481
4925,1481
4925,3421
4925,3421
4925,3421
4926,706
4926,706
4926,706
4927,1100
4928,1572
4928,1572
4928,3726
4928,3726
4928,3726
4928,1856
4928,1856
4928,2220
4928,2220
4928,2220
4928,3475
4928,3475
4928,3475
4929,1492
4929,1492
4929,1492
4929,2908
4929,2908
4929,2908
4929,1900
4929,1900
4929,3943
4929,1253
4929,1253
4929,1253
4930,450
4930,450
4930,2151
4930,2194
4930,617
4930,617
4930,1997
4931,1509
4931,1509
4931,3183
4931,3183
4931,3183
4931,1775
4931,1775
4931,1276
4931,2265
4931,2265
4931,2265
4932,3480
4933,1738
4933,1738
4933,2307
4933,2307
4934,1307
4934,845
4934,845
4934,845
4935,2581
4935,2581
4935,3686
4935,3686
4935,471
4935,471
4935,471
4935,2760
4935,2760
4935,2760
4935,1332
4936,1552
4936,3297
4936,3297
4936,3598
4936,3598
4936,1313
4937,2981
4937,2362
4937,2362
4937,149
4937,149
4937,149
4938,2358
4938,2358
4938,3887
4938,3887
4938,3900
4938,3130
4938,2087
4938,2087
4939,1370
4939,1370
4939,693
4939,693
4939,3276
4939,3276
4939,3276
4939,3234
4939,3234
4939,3234
4940,3486
4940,3486
4940,3486
4940,1538
4940,2592
4940,2592
4940,2592
4940,3852
4940,3852
4940,3852
4940,1040
4940,1040
4940,1040
4941,3926
4941,3926
4941,3926
4942,893
4942,893
4942,3975
4942,3975
4942,3975
4943,146
4943,146
4943,146
4943,433
4943,1023
4943,1023
4944,3097
4944,3097
4944,3097
4945,3155
4945,3155
4945,3155
4945,3085
4945,3356
4945,2066
4945,2066
4945,1904
4946,3527
4946,3527
4946,3527
4946,1404
4946,1404
4946,1404
4946,2869
4946,2869
4946,2869
4947,1357
4947,1357
4947,1357
4947,2512
4947,632
4947,632
4947,632
4947,1837
4948,3590
4948,3590
4949,3967
4949,3967
4949,3967
4949,870
4949,870
4949,1001
4950,1652
4950,1652
4950,1652
4950,2075
4950,1340
4950,512
4950,2594
4950,2594
4951,3530
4951,3530
4951,3530
4951,3166
4952,3346
4952,596
4952,596
4952,596
4952,723
4952,723
4952,723
4952,2852
4953,324
4953,948
4953,948
4953,1452
4954,611
4954,1866
4954,2011
4954,2011
4954,2011
4955,1797
4955,1797
4956,1064
4956,1064
4956,1064
4956,2436
4956,2436
4956,2436
4957,8
4957,1781
4957,1781
4957,1781
4957,2454
4957,2454
4957,2868
4958,3993
4958,3993
4958,3993
4959,2448
4959,1019
4959,1019
4959,2535
4959,1735
4959,1735
4960,2548
4960,2548
4960,2548
4960,41
4960,2124
4960,2124
4960,2124
4960,93
4960,93
4961,2547
4961,2547
4961,257
4961,257
4962,2536
4962,2536
4962,2244
4962,2244
4962,3731
4962,3731
4962,1672
4962,1672
4962,1672
4963,3117
4963,3117
4963,2368
4963,2368
4963,2368
4963,462
4963,512
4963,373
4963,373
4964,1267
4964,2549
4964,2549
4964,782
4964,782
4964,3069
4964,3069
4964,3069
4964,2351
4965,842
4965,2043
4965,2043
4965,2043
4965,607
4965,22
4966,2169
4966,2169
4966,2169
4966,3431
4966,3431
4966,2508
4966,2508
4966,169
4966,169
4966,3957
4966,3957
4967,2488
4967,2488
4967,2488
4967,3144
4967,1185
4967,1185
4967,1185
4967,3293
4967,3293
4967,246
4968,1417
4968,1417
4968,1417
4969,1991
4969,1991
4970,245
4970,245
4970,245
4970,3521
4970,1158
4970,1158
4971,1482
4971,1482
4971,1482
4971,3444
4971,3444
4971,3444
4971,12
4971,12
4971,12
4972,1653
4972,1653
4972,1653
4972,784
4972,784
4972,784
4972,1091
4972,1091
4973,2345
4973,2345
4973,2345
4973,3560
4973,3560
4974,2948
4974,2948
4974,2948
4974,951
4974,951
4974,951
4974,2107
4974,2107
4975,962
4975,962
4975,323
4975,323
4975,1673
4975,918
4975,918
4975,918
4975,2383
4976,851
4976,2123
4976,2123
4976,1980
4976,1980
4977,3913
4977,3913
4977,202
4977,419
4978,2308
4978,2308
4978,3231
4978,3019
4978,3019
4979,316
4979,316
4980,2148
4980,2160
4980,658
4980,658
4980,658
4981,3371
4981,3371
4981,3371
4982,904
4982,2141
4982,2141
4982,918
4982,918
4982,2451
4982,2451
4982,2451
4982,2028
4982,2028
4982,2028
4983,2401
4983,1698
4983,1698
4983,1698
4984,432
4984,3630
4984,2402
4984,253
4984,253
4984,253
4985,1619
4985,1619
4985,1619
4986,1678
4986,1678
4986,912
4986,754
4986,754
4986,754
4986,1719
4987,1987
4987,33
4987,33
4988,1299
4988,3188
4988,3188
4989,921
4989,1827
4990,3952
4990,3448
4990,635
4990,635
4990,1737
4990,1737
4991,1043
4991,1043
4991,1539
4991,1539
4991,1539
4992,2667
4992,1407
4992,1407
4992,3928
4992,3928
4993,1222
4993,1222
4993,1222
4993,1370
4993,1746
4993,1746
4994,573
4994,573
4994,573
4995,921
4995,921
4995,3528
4995,788
4996,3118
4996,3118
4996,3118
4996,3481
4997,2249
4997,1962
4997,1962
4997,1962
4997,1193
4997,1193
4997,3776
4997,3776
4998,709
4998,3172
4999,1231
4999,1231
4999,3000
5000,1006
5000,2011
5000,2011
5001,2588
5001,2588
5001,2588
5002,1711
5002,2242
5002,2242
5003,3451
5003,3451
5003,3451
5003,1375
5003,1375
5003,1375
5003,1587
5003,1587
5004,1856
5004,1856
5004,1856
5005,3149
5006,2748
5006,2748
5006,1570
5006,1570
5006,921
5006,2145
5006,2883
5006,2883
5007,1532
5007,1532
5007,1532
5007,3174
5007,3174
5008,3423
5008,3423
5008,3423
5008,2399
5008,2399
5009,3490
5009,3490
5009,3490
5010,3780
5011,3073
5011,3073
5011,77
5011,77
5012,1928
5013,769
5014,3382
5014,814
5014,814
5014,814
5015,2710
5015,2710
5015,2710
5015,3333
5015,3333
5015,3333
5015,176
5015,176
5015,1694
5015,1694
5015,1694
5015,1461
5015,1461
5015,1461
5016,3353
5016,3353
5016,3353
5016,3370
5016,3370
5016,3267
5016,3267
5017,3760
5017,3760
5017,3760
5017,1252
5017,1252
5017,1252
5018,2672
5018,2672
5018,3756
5018,3756
5018,3756
5018,760
5018,760
5018,1382
5018,2217
5018,2217
5019,3869
5019,3869
5019,3869
5019,3019
5019,3019
5019,622
5020,2808
5020,2808
5020,2808
5020,2520
5020,2520
5020,2505
5020,2505
5020,1265
5020,1265
5020,579
5020,579
5020,579
5021,704
5021,704
5021,704
5021,529
5022,3047
5023,677
5023,677
5023,677
5023,3361
5023,3361
5023,3361
5023,3001
5023,3001
5023,2244
5023,2244
5024,3724
5024,3724
5024,3724
5025,2170
5025,2170
5026,2678
5026,1230
5027,1802
5027,1802
5027,1802
5027,3532
5027,3532
5027,3532
5028,830
5028,1032
5028,1032
5028,690
5028,690
5028,2451
5028,2451
5028,2021
5028,2021
5028,2021
5029,2896
5029,2896
5029,3059
5029,3059
5029,3059
5030,2152
5031,2405
5031,2405
5031,1090
5031,1090
5031,1576
5031,2350
5032,3234
5032,3234
5032,2474
5032,3599
5032,3599
5032,3599
5033,3240
5033,2777
5033,1314
5033,1314
5033,1314
5033,508
5033,508
5033,1793
5033,1793
5033,1793
5034,249
5034,249
5034,249
5034,215
5034,215
5035,1632
5035,1632
5036,2270
5036,2270
5036,2002
5036,2002
5037,1117
5037,1117
5037,140
5037,140
5037,140
5038,3850
5038,3850
5038,588
5039,1217
5039,1700
5039,1700
5039,1700
5039,2272
5039,2272
5039,2272
5040,2295
5040,2295
5040,984
5040,984
5040,984
5040,1418
5040,1418
5041,3184
5041,1461
5041,3747
5041,1684
5041,1684
5041,1684
5042,3992
5042,1778
5042,548
5042,2652
5042,2652
5042,2652
5042,2842
5042,2842
5042,2842
5043,3898
5043,3527
5043,3527
5043,1223
5043,1223
5043,1895
5044,1704
5045,167
5045,167
5045,167
5045,3787
5045,3787
5045,1051
5045,1051
5045,1051
5045,2307
5045,3079
5045,3079
5046,519
5046,443
5046,2185
5047,1808
5047,3118
5047,3118
5047,1202
5047,2108
5047,2108
5047,721
5048,3759
5048,3759
5048,3759
5048,1291
5048,1291
5048,2466
5048,2466
5048,2466
5049,3374
5049,3374
5049,3374
5049,1835
5049,1835
5049,3513
5049,3513
5049,3513
5049,32
5049,32
5049,32
5050,343
5050,343
5050,343
5050,2396
5050,2396
5050,1779
5050,1779
5051,2425
5051,2425
5051,1840
5051,1840
5051,1840
5051,43
5051,3854
5051,3854
5051,3668
5051,3668
5051,3668
5052,3369
5052,3754
5052,3754
5052,3754
5052,643
5052,643
5052,643
5052,3892
5052,3892
5052,3892
5053,3793
5054,2928
5054,2928
5054,2928
5054,1802
5054,1802
5054,2670
5054,2670
5054,2715
5054,2715
5054,1353
5054,1353
5055,860
5055,2792
5055,2792
5055,3913
5055,3913
5055,3913
5055,39
5056,1871
5057,3189
5057,3189
5057,3189
5057,3787
5057,3787
5057,3655
5057,3655
5057,3655
5057,3790
5057,3790
5057,3790
5058,5
5058,5
5058,5
5058,3040
5058,1406
5058,2561
5058,2561
5058,2561
5058,3853
5058,3853
5058,3853
5059,579
5059,1066
5059,2869
5060,1797
5060,1797
5060,1797
5060,1947
5060,2494
5060,2494
5060,2494
5060,641
5060,1437
5060,1437
5061,2427
5061,2427
5061,2427
5061,2049
5061,2049
5061,2049
5062,215
5062,215
5062,215
5062,3663
5062,3663
5062,3852
5062,3852
5062,3852
5063,2486
5063,2486
5063,2486
5063,1463
5064,4019
5064,765
5064,836
5064,3066
5064,3066
5064,3088
5065,3654
5065,3654
5065,3654
5065,3394
5065,3394
5065,3394
5066,301
5066,301
5066,301
5067,3466
5067,3466
5067,3466
5067,3780
5067,3590
5067,3590
5067,895
5067,895
5067,895
5067,56
5067,56
5068,3141
5068,3141
5068,3141
5068,3730
5068,3730
5068,2862
5068,2862
5068,2862
5069,1316
5069,1316
5069,1316
5069,2406
5069,3574
5069,3574
5069,247
5069,1911
5069,1911
5070,3169
5070,3169
5070,3169
5070,3239
5070,3239
5070,607
5070,607
5070,607
5070,3721
5070,3721
5070,3721
5070,1341
5071,1701
5071,1701
5071,1701
5071,155
5071,2550
5071,2550
5072,1482
5072,1482
5072,3930
5072,3609
5073,2379
5073,2379
5073,2379
5073,2949
5073,3610
5074,2067
5074,2067
5074,2067
5074,3752
5074,2294
5074,1865
5074,2902
5074,2902
5074,2902
5075,2742
5075,2742
5075,2742
5075,582
5075,493
5075,493
5075,493
5075,475
5076,1473
5076,3810
5076,3810
5076,3810
5076,3689
5077,833
5077,833
5077,833
5078,3731
5078,3731
5078,2275
5078,1016
5078,3914
5078,3914
5078,665
5078,665
5078,665
5079,2521
5079,2521
5079,2521
5079,3636
5079,3636
5079,2098
5079,2098
5079,2098
5079,3024
5079,3024
5079,3375
5080,823
5081,2932
5081,2770
5081,2586
5081,2586
5081,2389
5081,2389
5081,2389
5082,3285
5082,3285
5082,2810
5082,1539
5082,1539
5082,1539
5083,3711
5083,1753
5083,1753
5083,3325
5083,3325
5083,3325
5083,366
5083,366
5084,1518
5084,1518
5085,1576
5085,1576
5085,3603
5085,3603
5085,2746
5085,2746
5085,2206
5085,2206
5085,2206
5085,2198
5085,2198
5085,2198
5086,1868
5086,1868
5087,3793
5087,864
5088,3087
5088,3372
5088,3372
5088,3372
5089,204
5089,204
5089,204
5089,1204
5089,1204
5089,1204
5089,1380
5089,1380
5089,1380
5089,217
5090,3309
5090,3309
5090,3309
5090,2721
5090,428
5090,428
5090,428
5090,2908
5090,2908
5090,2908
5090,3909
5091,2071
5091,2071
5091,2071
5091,1357
5091,1357
5092,2037
5092,687
5092,687
5092,687
5093,2353
5093,2353
5093,2353
5093,1508
5093,1508
5093,3038
5093,3038
5093,3038
5094,1614
5094,1247
5094,1247
5094,1247
5095,673
5095,673
5095,673
5095,258
5095,258
5095,697
5095,2859
5095,1082
5096,666
5096,268
5096,268
5096,2845
5096,2845
5096,979
5097,956
5097,956
5097,956
5097,2207
5097,681
5097,681
5097,2755
5097,3471
5098,2959
5098,2959
5098,1972
5098,1972
5098,2055
5098,2055
5099,3750
5100,1054
5100,1523
5100,1523
5101,479
5102,2211
5102,2542
5103,62
5103,62
5103,62
5104,2646
5104,2646
5104,2646
5105,1349
5105,1349
5106,3806
5106,3806
5106,2103
5106,2386
5106,3449
5107,513
5107,985
5107,2394
5107,2394
5107,2394
5107,3227
5107,3227
5107,3227
5108,2789
5108,2789
5108,2789
5108,2928
5108,2928
5108,2928
5109,231
5109,231
5109,359
5109,359
5109,371
5109,371
5109,264
5109,264
5109,264
5109,3098
5110,1653
5110,1653
5110,3668
5110,2155
5110,2155
5110,3941
5111,1862
5111,1862
5111,1862
5111,3650
5111,3650
5111,395
5112,2233
5112,2233
5112,1049
5112,1049
5112,1049
5112,2317
5112,2317
5113,3836
5113,1383
5114,1454
5114,1454
5114,450
5114,450
5115,315
5115,315
5115,2463
5116,4020
5116,4020
5116,4020
5116,578
5116,1033
5116,1033
5116,1033
5116,150
5116,1016
5116,1016
5116,1016
5117,2897
5117,2897
5117,366
5118,65
5118,65
5118,65
5118,3372
5118,3372
5118,2546
5119,2885
5120,3476
5121,2428
5121,2428
5121,2428
5121,2134
5121,2134
5121,2371
5121,2074
5121,378
5121,378
5122,2867
5122,1823
5122,1823
5122,651
5122,651
5122,651
5122,3413
5122,349
5123,754
5123,754
5123,3370
5123,3620
5124,3812
5124,3812
5124,2403
5124,3427
5124,3427
5124,3427
5124,113
5124,113
5125,3404
5125,3404
5125,3612
5125,3612
5125,3612
5126,3781
5126,3781
5126,1377
5126,1377
5127,819
5127,819
5127,819
5128,1919
5128,2285
5128,2285
5128,2285
5128,3799
5128,3799
5128,2104
5128,2104
5128,1040
5128,1040
5128,1040
5129,3158
5129,3262
5129,3262
5129,3262
5129,866
5129,866
5130,138
5130,138
5130,138
5130,2877
5130,3229
5130,3229
5130,3229
5130,3888
5130,2083
5130,2083
5130,2083
5131,133
5132,640
5132,640
5132,1834
5132,1834
5132,2037
5132,2037
5132,2037
5132,394
5132,394
5133,1902
5133,2124
5133,1016
5133,1016
5134,2620
5134,2620
5134,1520
5134,1520
5134,3982
5134,3982
5135,525
5135,525
5135,1030
5135,1030
5135,1030
5136,3093
5136,3093
5136,3093
5136,2510
5136,2510
5136,659
5136,596
5136,596
5137,970
5137,1138
5137,1138
5137,1138
5137,1570
5138,2336
5138,2336
5138,2336
5138,2942
5138,2942
5138,2942
5139,1469
5139,1469
5139,1503
5139,1503
5139,1423
5139,448
5139,3152
5139,3152
5140,2283
5140,2283
5140,2283
5140,3843
5140,3843
5140,2235
5140,2235
5140,2753
5140,615
5141,3821
5141,2926
5141,2926
5141,2926
5141,3881
5141,3881
5141,1860
5141,1378
5142,120
5142,865
5142,865
5142,328
5142,328
5142,328
5142,2589
5142,2589
5142,2589
5142,919
5142,919
5143,2956
5143,2956
5144,424
5144,424
5144,850
5145,672
5145,672
5145,2588
5145,2588
5145,216
5145,216
5145,216
5145,312
5145,1105
5146,3571
5146,3571
5146,1808
5146,1808
5147,3689
5147,3689
5147,3689
5147,2274
5147,2274
5147,2274
5147,3371
5147,1758
5147,1758
5147,1758
5148,20
5148,20
5148,3567
5148,3567
5148,3289
5148,3289
5149,2490
5149,3249
5149,3249
5149,3249
5149,363
5149,363
5149,3495
5150,3934
5151,936
5151,3051
5151,3051
5151,3051
5152,575
5152,575
5152,575
5152,761
5152,1737
5152,1737
5152,1737
5153,1032
5153,3894
5153,3894
5153,3894
5153,3343
5153,3343
5153,217
5153,217
5153,217
5154,1443
5154,1443
5155,1383
5156,4014
5156,1944
5156,1944
5156,3949
5156,3949
5156,3949
5156,2442
5156,2442
5157,571
5157,571
5157,456
5157,456
5157,456
5158,2895
5158,1197
5158,1197
5158,470
5158,470
5158,470
5158,616
5158,616
5158,616
5159,4008
5159,4008
5159,4008
5159,2100
5159,2100
5159,2100
5159,1042
5159,1042
5159,1042
5159,1173
5159,1173
5159,1173
5160,3231
5160,3231
5160,3231
5160,111
5160,111
5160,111
5160,3375
5160,3375
5160,3997
5160,3997
5160,3997
5161,3607
5161,340
5161,340
5161,340
5161,2760
5161,2636
5161,798
5161,798
5162,238
5162,238
5163,3811
5163,3811
5163,3811
5163,335
5163,335
5163,335
5163,286
5163,286
5163,286
5164,1007
5164,1007
5164,1007
5164,3827
5164,3827
5164,3827
5164,3216
5165,2722
5165,2722
5165,1395
5165,116
5166,949
5166,949
5166,1654
5166,1654
5166,684
5166,684
5166,684
5167,2567
5167,2567
5168,3123
5168,3123
5169,105
5169,105
5169,3105
5169,3105
5170,869
5170,869
5171,3897
5171,3897
5171,3854
5171,3854
5172,3867
5172,2409
5172,350
5172,350
5173,609
5173,609
5173,268
5173,268
5173,268
5173,3256
5173,3256
5173,3256
5173,1868
5173,3763
5174,918
5174,918
5174,918
5174,707
5174,707
5174,707
5174,3390
5174,781
5174,781
5175,2112
5175,2112
5175,2208
5175,2208
5176,2743
5176,2567
5176,2567
5176,2567
5176,3888
5176,3888
5176,3888
5177,1142
5177,2722
5177,2722
5177,1378
5177,1378
5177,1378
5178,1438
5178,1438
5178,1438
5178,752
5178,752
5178,752
5179,1887
5179,1887
5179,642
5179,642
5179,642
5179,1241
5179,1241
5180,1859
5180,1859
5180,1859
5180,999
5180,1584
5180,1584
5180,3937
5180,3937
5181,3675
5181,3675
5182,1764
5182,1764
5182,1764
5182,3484
5183,415
5183,3253
5183,3253
5183,3571
5183,3571
5183,1539
5183,1539
5183,1539
5184,3084
5184,3084
5184,2555
5184,2555
5184,716
5184,716
5184,716
5184,597
5184,597
5184,597
5185,3727
5186,1782
5186,1796
5186,1796
5186,1796
5186,1222
5186,1222
5186,459
5186,459
5186,459
5186,2041
5186,2041
5186,2041
5187,2400
5187,3938
5187,3184
5187,3184
5187,749
5187,749
5187,749
5188,2930
5188,2930
5189,3343
5189,508
5189,508
5189,508
5189,2389
5189,1980
5189,1980
5189,1980
5190,2365
5190,2365
5190,2278
5190,3220
5190,3220
5190,3220
5190,3268
5190,1764
5191,188
5191,2038
5191,2206
5192,1951
5192,1951
5192,2878
5192,3086
5192,3086
5192,3086
5192,2077
5192,2077
5193,3626
5193,3626
5193,3626
5193,845
5193,845
5193,845
5194,2857
5194,2857
5194,2857
5194,3827
5194,2138
5194,2869
5194,2869
5194,2577
5194,2577
5195,3211
5195,3211
5195,3211
5195,560
5196,2388
5196,2388
5196,2388
5197,3507
5197,2507
5197,1223
5197,1223
5198,2427
5198,2427
5199,1791
5199,452
5199,452
5199,452
5199,2392
5199,2392
5199,2392
5200,3364
5200,1364
5200,1364
5200,1364
5201,3190
5201,3903
5201,3903
5201,507
5201,3796
5202,1441
5202,1441
5202,1441
5203,1918
5203,2376
5204,2185
5204,2185
5204,1646
5204,1646
5204,1646
5205,2372
5205,2372
5205,2372
5205,3631
5205,3631
5205,3631
5205,772
5206,3831
5206,3831
5206,2100
5206,2100
5206,2100
5206,2878
5206,2878
5206,2878
5206,375
5206,375
5206,375
5206,1320
5206,1320
5206,1320
5207,1894
5207,3333
5207,3333
5207,3333
5208,1891
5208,1891
5208,1891
5208,1402
5208,3606
5208,3606
5208,3809
5208,3809
5208,3809
5208,1933
5208,1933
5208,1933
5209,3909
5209,3909
5209,2220
5209,2220
5209,2220
5209,3107
5209,3107
5209,3107
5209,3862
5209,3862
5209,3862
5210,1540
5210,1540
5210,1540
5210,2675
5210,2675
5210,2675
5210,194
5210,194
5210,194
5210,3081
5210,3081
5210,3081
5211,521
5212,2813
5212,2813
5212,2813
5212,2338
5212,2724
5212,2724
5212,2724
5212,3856
5212,3856
5212,3856
5212,1818
5212,1818
5213,438
5214,1134
5214,1134
5214,2295
5214,2295
5214,2295
5214,3589
5214,3589
5214,3589
5214,931
5214,1617
5215,165
5215,165
5215,2869
5215,2869
5215,2869
5215,2101
5215,2101
5215,2101
5215,231
5215,231
5215,231
5216,1406
5216,1406
5216,207
5216,207
5216,1055
5216,371
5216,1441
5216,1441
5216,1441
5217,3118
5217,3118
5217,1723
5217,2292
5217,2292
5218,3670
5218,2058
5218,2058
5218,600
5218,600
5219,1231
5219,1231
5219,120
5219,70
5219,70
5219,70
5220,1909
5221,1461
5221,1461
5221,1235
5221,1235
5221,591
5221,1863
5221,1863
5221,1121
5221,1121
5221,1121
5222,1810
5222,1810
5222,1810
5222,3201
5222,3201
5223,1485
5223,3805
5223,3805
5223,3220
5223,3220
5223,90
5223,90
5223,90
5223,288
5223,288
5223,288
5224,344
5224,344
5225,3805
5225,3805
5225,3805
5225,1520
5225,2087
5225,2087
5225,2087
5225,1568
5225,1568
5225,1091
5225,1091
5225,1091
